,Prob-level,harm-level,personal,ID,Date,cityName,countryCode,countryName,ipAddress,latitude,longitude,regionName,timeZone,zipCode
12157,A very serious problem,Now,Very concerned,13004,2016-01-28 17:40:29,Eau Claire,US,United States,75.128.215.145,44.8114,-91.4985,Wisconsin,-05:00,54701
12159,A very serious problem,Now,Somewhat concerned,9553,2016-01-04 18:25:06,Eau Claire,US,United States,75.128.215.145,44.8114,-91.4985,Wisconsin,-05:00,54701
12161,A somewhat serious problem,Now,Somewhat concerned,13003,2016-01-28 17:28:26,Horsham,US,United States,204.46.134.72,40.1784,-75.1285,Pennsylvania,-04:00,19044
12162,A somewhat serious problem,Now,Somewhat concerned,13002,2016-01-28 17:27:05,Rockland,US,United States,172.96.35.245,44.1081,-69.1133,Maine,-04:00,04841
12163,A very serious problem,Now,Very concerned,13001,2016-01-28 17:12:14,Newport News,US,United States,70.186.212.10,36.9788,-76.428,Virginia,-04:00,23601
12164,A very serious problem,Now,Somewhat concerned,13000,2016-01-28 17:10:29,Chester,US,United States,108.36.162.89,39.8496,-75.3558,Pennsylvania,-04:00,19013
12165,Not a problem,Not for many years,Not at all concerned,12999,2016-01-28 17:08:58,Old Town,US,United States,45.46.17.64,44.9342,-68.6453,Maine,-04:00,04468
12166,A very serious problem,Now,Very concerned,12998,2016-01-28 17:08:02,Warwick,US,United States,69.122.120.51,41.2565,-74.3599,New York,-04:00,10990
12167,A very serious problem,Now,Very concerned,12997,2016-01-28 17:02:49,Manassas,US,United States,155.229.224.106,38.7509,-77.4753,Virginia,-04:00,20108
12168,A somewhat serious problem,Not for many years,Not too concerned,12996,2016-01-28 16:55:27,Shively,US,United States,74.128.195.68,38.2001,-85.8227,Kentucky,-04:00,40216
12169,A very serious problem,Now,Very concerned,12995,2016-01-28 16:38:03,Albuquerque,US,United States,73.26.74.137,35.0845,-106.65100000000001,New Mexico,-06:00,87101
12170,A very serious problem,Now,Very concerned,12994,2016-01-28 16:33:57,Holiday Island,US,United States,166.137.126.119,36.4854,-93.7321,Arkansas,-05:00,72631
12171,A somewhat serious problem,In the next few years,Not too concerned,12993,2016-01-28 16:31:58,Washington,US,United States,72.23.224.215,40.174,-80.2462,Pennsylvania,-04:00,15301
12172,A very serious problem,Now,Somewhat concerned,12992,2016-01-28 16:24:15,Cape Town,ZA,South Africa,197.87.250.225,-33.9258,18.4232,Western Cape,+02:00,8160
12173,A very serious problem,Now,Somewhat concerned,12991,2016-01-28 16:15:19,Bellevue,US,United States,73.11.166.243,47.6104,-122.20100000000001,Washington,-07:00,98004
12174,A somewhat serious problem,Not for many years,Not at all concerned,12990,2016-01-28 16:14:33,Cincinnati,US,United States,71.72.220.150,39.162,-84.4569,Ohio,-04:00,45201
12175,A not too serious problem,Never,Not too concerned,12988,2016-01-28 16:12:04,Hamburg,US,United States,174.60.241.179,40.5556,-75.9819,Pennsylvania,-04:00,19526
12176,A not too serious problem,Never,Not at all concerned,12987,2016-01-28 16:03:41,Domain,CA,Canada,216.73.73.18,49.6142,-97.3221,Manitoba,-05:00,R0G 0M0
12178,Not a problem,Never,Not at all concerned,12985,2016-01-28 16:02:37,Domain,CA,Canada,216.73.73.18,49.6142,-97.3221,Manitoba,-05:00,R0G 0M0
12180,A very serious problem,Now,Very concerned,12986,2016-01-28 16:03:18,London,CA,Canada,129.100.253.86,43.0117,-81.2775,Ontario,-04:00,N6G 1G9
12181,A very serious problem,Now,Very concerned,12984,2016-01-28 15:44:08,Honolulu,US,United States,66.175.76.66,21.3142,-157.85299999999998,Hawaii,-10:00,96813
12182,A very serious problem,Now,Very concerned,12983,2016-01-28 15:43:53,Madison,US,United States,24.214.181.214,34.6993,-86.7483,Alabama,-05:00,35756
12183,A somewhat serious problem,In the next few years,Somewhat concerned,12982,2016-01-28 15:38:37,Gainesville,US,United States,159.178.52.170,29.6454,-82.3487,Florida,-04:00,32611
12184,A very serious problem,In the next few years,Somewhat concerned,12981,2016-01-28 15:32:52,Lynn,US,United States,24.147.59.164,42.4668,-70.9495,Massachusetts,-04:00,01901
12185,A very serious problem,Now,Very concerned,12980,2016-01-28 15:31:24,Goose Creek,US,United States,172.56.4.88,32.981,-80.0326,South Carolina,-04:00,29410
12186,A very serious problem,Now,Not too concerned,12978,2016-01-28 15:16:23,Springfield,US,United States,75.10.68.5,37.2153,-93.2982,Missouri,-05:00,65801
12187,A very serious problem,Now,Somewhat concerned,12977,2016-01-28 15:12:19,Bakersfield,US,United States,107.146.228.130,35.5468,-119.044,California,-07:00,93308
12188,A somewhat serious problem,Now,Somewhat concerned,12976,2016-01-28 15:07:05,Westminster,US,United States,64.69.141.209,39.5551,-76.9906,Maryland,-04:00,21157
12189,A not too serious problem,Not for many years,Not at all concerned,12975,2016-01-28 15:03:39,Negaunee,US,United States,71.87.128.141,46.4991,-87.6118,Michigan,-04:00,49866
12191,Not a problem,Now,Not at all concerned,12973,2016-01-28 14:50:32,Sierra Vista,US,United States,68.0.163.44,31.5545,-110.304,Arizona,-07:00,85613
12192,Not a problem,Not for many years,Not at all concerned,12972,2016-01-28 14:39:45,Richardson,US,United States,71.252.159.59,32.9482,-96.7297,Texas,-05:00,75080
12193,A very serious problem,Now,Very concerned,12971,2016-01-28 14:36:41,Lebanon,US,United States,129.170.96.131,43.6423,-72.2518,New Hampshire,-04:00,03756
12194,A very serious problem,Now,Not too concerned,12970,2016-01-28 14:32:21,Toronto,CA,Canada,69.77.160.2,43.6911,-79.4017,Ontario,-04:00,M4V 1W6
12195,A not too serious problem,In the next few years,Somewhat concerned,12969,2016-01-28 14:15:58,Littleton,US,United States,174.51.196.140,39.6133,-105.01700000000001,Colorado,-06:00,80120
12196,A very serious problem,Now,Somewhat concerned,12968,2016-01-28 14:06:09,Port Charlotte,US,United States,204.86.170.3,26.9824,-82.1409,Florida,-04:00,33948
12197,A not too serious problem,Never,Not at all concerned,12967,2016-01-28 13:47:51,Bullhead City,US,United States,74.47.104.178,35.1478,-114.568,Arizona,-07:00,86426
12198,A very serious problem,Now,Somewhat concerned,12965,2016-01-28 13:39:10,Portland,US,United States,141.114.156.222,43.6615,-70.2553,Maine,-04:00,04101
12199,A very serious problem,Now,Very concerned,12966,2016-01-28 13:39:10,Oxford,US,United States,134.53.89.218,39.4957,-84.7436,Ohio,-04:00,45056
12200,A very serious problem,Now,Very concerned,12964,2016-01-28 13:37:21,Dover,US,United States,24.147.6.35,43.1979,-70.8737,New Hampshire,-04:00,03820
12201,A very serious problem,Now,Very concerned,12963,2016-01-28 13:32:07,Lolo,US,United States,63.153.111.156,46.7588,-114.081,Montana,-06:00,59847
12202,A not too serious problem,Not for many years,Not at all concerned,12962,2016-01-28 13:30:39,Kilgore,US,United States,137.100.105.30,32.3863,-94.8758,Texas,-05:00,75662
12204,A not too serious problem,Never,Not at all concerned,4077,2015-12-14 10:59:35,Kilgore,US,United States,137.100.105.30,32.3863,-94.8758,Texas,-05:00,75662
12206,A very serious problem,In the next few years,Very concerned,12961,2016-01-28 13:26:25,San Jose,US,United States,50.206.88.62,37.3394,-121.895,California,-07:00,95101
12207,A somewhat serious problem,Not for many years,Not at all concerned,12960,2016-01-28 13:23:34,Audubon Park,US,United States,24.123.237.194,38.204,-85.7252,Kentucky,-04:00,40217
12208,A very serious problem,In the next few years,Somewhat concerned,12959,2016-01-28 13:22:02,Westfield,US,United States,149.101.37.2,43.8836,-89.4935,Wisconsin,-05:00,53964
12209,A very serious problem,Now,Very concerned,12958,2016-01-28 13:13:44,Visalia,US,United States,206.162.228.221,36.3302,-119.292,California,-07:00,93277
12210,A very serious problem,Now,Somewhat concerned,12957,2016-01-28 13:12:44,Palatka,US,United States,73.148.191.94,29.6486,-81.6376,Florida,-04:00,32177
12211,Not a problem,Never,Not at all concerned,12956,2016-01-28 13:04:58,Poughkeepsie,US,United States,204.210.128.41,41.7004,-73.921,New York,-04:00,12601
12212,Not a problem,Never,Not at all concerned,12955,2016-01-28 11:38:56,Richmond,US,United States,98.244.125.195,37.5538,-77.4603,Virginia,-04:00,22109
12213,A somewhat serious problem,In the next few years,Somewhat concerned,12953,2016-01-28 11:16:56,Chapel Hill,US,United States,152.23.108.95,35.9276,-79.0406,North Carolina,-04:00,27599
12214,A very serious problem,In the next few years,Very concerned,12952,2016-01-28 11:12:46,Mumbai,IN,India,116.203.49.225,19.0144,72.8479,Maharashtra,+05:30,400099
12215,A very serious problem,Now,Somewhat concerned,12951,2016-01-28 10:56:29,New York City,US,United States,208.81.37.174,40.7143,-74.006,New York,-04:00,10116
12216,A very serious problem,Now,Somewhat concerned,12950,2016-01-28 10:55:04,Dayton,US,United States,45.18.232.30,39.7589,-84.1916,Ohio,-04:00,45390
12217,A very serious problem,Now,Somewhat concerned,12949,2016-01-28 10:51:02,Nova Gorica,SI,Slovenia,46.54.243.76,45.956,13.6484,Nova Gorica,+02:00,5000
12218,A very serious problem,In the next few years,Very concerned,12948,2016-01-28 10:49:41,Quakertown,US,United States,96.245.250.163,40.4418,-75.3416,Pennsylvania,-04:00,18951
12219,A very serious problem,In the next few years,Very concerned,12947,2016-01-28 10:45:19,Yvignac-la-Tour,FR,France,78.123.82.5,48.35,-2.1833299999999998,Bretagne,+01:00,22350
12220,A very serious problem,Now,Very concerned,12946,2016-01-28 10:13:01,Swedesboro,US,United States,71.59.90.253,39.7476,-75.3105,New Jersey,-04:00,08085
12221,A very serious problem,Not for many years,Very concerned,12945,2016-01-28 10:11:33,Humble,US,United States,98.194.112.202,29.9988,-95.2622,Texas,-05:00,77325
12222,A very serious problem,Now,Very concerned,12944,2016-01-28 10:11:10,Smithfield,US,United States,97.32.64.58,35.5085,-78.3394,North Carolina,-04:00,27577
12223,A not too serious problem,Not for many years,Not too concerned,12943,2016-01-28 10:07:42,Abingdon,US,United States,73.86.54.25,39.461999999999996,-76.279,Maryland,-04:00,21009
12224,A not too serious problem,Not for many years,Not at all concerned,12942,2016-01-28 09:34:57,Pierrelatte,FR,France,80.9.11.28,44.3776,4.701980000000001,Rhone-Alpes,+01:00,26709
12225,Not a problem,Never,Not at all concerned,12941,2016-01-28 09:34:27,Nacogdoches,US,United States,74.193.44.66,31.6035,-94.6555,Texas,-05:00,75961
12226,A not too serious problem,Not for many years,Not too concerned,12940,2016-01-28 09:22:17,Audubon Park,US,United States,74.128.215.69,38.204,-85.7252,Kentucky,-04:00,40217
12227,A very serious problem,Now,Very concerned,12939,2016-01-28 09:21:51,Reston,US,United States,98.244.103.28,38.9687,-77.3411,Virginia,-04:00,20190
12228,A somewhat serious problem,In the next few years,Not too concerned,12938,2016-01-28 08:49:07,Vilnius,LT,Lithuania,5.20.161.192,54.6892,25.2798,Vilniaus Apskritis,+03:00,27001
12229,A very serious problem,Now,Very concerned,12937,2016-01-28 08:31:10,Southport,US,United States,174.106.242.54,33.9216,-78.0203,North Carolina,-04:00,28461
12230,A very serious problem,Now,Somewhat concerned,12936,2016-01-28 07:43:43,Syunsen,KR,"Korea, Republic of",220.77.55.209,37.8747,127.734,Kangwon-do,+09:00,641-091
12231,A very serious problem,Now,Not too concerned,12935,2016-01-28 07:40:55,Mansfield,US,United States,50.176.113.246,42.0334,-71.2189,Massachusetts,-04:00,02031
12232,A very serious problem,Now,Very concerned,12934,2016-01-28 07:30:38,Goonellabah,AU,Australia,1.132.97.105,-28.8167,153.317,New South Wales,+11:00,2480
12233,A very serious problem,Now,Somewhat concerned,12933,2016-01-28 06:06:21,Lund,SE,Sweden,130.235.136.40,55.7058,13.1932,Skane Lan,+02:00,22820
12234,A very serious problem,Now,Not too concerned,12932,2016-01-28 05:37:31,Lexington,US,United States,75.89.135.57,38.0466,-84.494,Kentucky,-04:00,40507
12235,A very serious problem,Now,Very concerned,12931,2016-01-28 05:25:48,Maricao,PR,Puerto Rico,64.237.225.81,18.1808,-66.9799,Maricao,-04:00,00606
12236,A somewhat serious problem,Not for many years,Not too concerned,12930,2016-01-28 04:57:06,Mount Laurel,US,United States,73.234.232.104,39.9478,-74.9117,New Jersey,-04:00,08054
12237,A very serious problem,In the next few years,Somewhat concerned,12929,2016-01-28 04:52:53,Eagle River,US,United States,69.178.13.127,61.3214,-149.56799999999998,Alaska,-08:00,99577
12238,A very serious problem,Now,Very concerned,12928,2016-01-28 04:39:55,Tokyo,JP,Japan,122.220.89.26,35.6895,139.692,Tokyo,+09:00,100-000
12239,A very serious problem,Now,Very concerned,12927,2016-01-28 04:29:15,Noida,IN,India,171.50.147.31,28.58,77.33,Uttar Pradesh,+05:30,201301
12240,A very serious problem,Now,Somewhat concerned,12926,2016-01-28 03:53:27,Cefn-y-bedd,GB,United Kingdom,90.199.204.223,53.0993,-3.03125,Wales,+01:00,LL12 9U
12241,A very serious problem,Now,Somewhat concerned,12925,2016-01-28 03:29:04,Jokkmokk,SE,Sweden,95.199.130.150,66.6067,19.8232,Norrbottens Lan,+02:00,96299
12242,A not too serious problem,Not for many years,Not too concerned,12923,2016-01-28 02:29:11,New York City,US,United States,192.241.163.63,40.7199,-74.005,New York,-04:00,10013
12243,A very serious problem,Now,Very concerned,12922,2016-01-28 02:21:04,Fort George G. Meade,US,United States,70.192.242.181,39.1082,-76.7432,Maryland,-04:00,20755
12244,A very serious problem,Now,Very concerned,12921,2016-01-28 02:11:31,Wichita Falls,US,United States,24.160.9.185,33.9137,-98.4934,Texas,-05:00,76301
12245,A very serious problem,In the next few years,Very concerned,12920,2016-01-28 02:11:06,Lacson,PH,Philippines,121.97.39.75,7.211939999999999,125.44200000000001,Davao,+08:00,7010
12246,A very serious problem,Now,Very concerned,12919,2016-01-28 01:53:53,Madison,US,United States,71.86.160.131,43.0731,-89.4012,Wisconsin,-05:00,53562
12247,A very serious problem,Now,Very concerned,12918,2016-01-28 01:49:06,Wallingford,US,United States,32.216.158.169,41.457,-72.8232,Connecticut,-04:00,06492
12248,Not a problem,Never,Not at all concerned,12917,2016-01-28 01:29:07,Bangor,US,United States,72.95.122.194,44.8012,-68.7778,Maine,-04:00,04401
12249,A very serious problem,Now,Very concerned,12916,2016-01-28 01:16:26,Bentonville,US,United States,70.178.220.215,36.3728,-94.2088,Arkansas,-05:00,72712
12250,Not a problem,Not for many years,Not at all concerned,12915,2016-01-28 01:07:02,Campion,US,United States,97.118.27.164,40.3494,-105.07799999999999,Colorado,-06:00,80534
12251,A very serious problem,Now,Somewhat concerned,12914,2016-01-28 01:06:27,Casper,US,United States,12.192.176.178,42.8666,-106.31299999999999,Wyoming,-06:00,82601
12252,A very serious problem,Now,Very concerned,12913,2016-01-28 01:01:24,Gig Harbor,US,United States,73.35.151.207,47.3293,-122.58,Washington,-07:00,98329
12253,A very serious problem,Now,Somewhat concerned,12912,2016-01-28 00:45:46,Vermillion,US,United States,24.111.79.240,42.7794,-96.9292,South Dakota,-05:00,57069
12254,A somewhat serious problem,Not for many years,Somewhat concerned,12911,2016-01-28 00:21:57,Edinburg,US,United States,107.132.198.62,26.3017,-98.1633,Texas,-05:00,78539
12255,A very serious problem,Now,Very concerned,12910,2016-01-28 00:19:30,Monroe,US,United States,184.157.82.34,32.5265,-92.1071,Louisiana,-05:00,71201
12256,A somewhat serious problem,Now,Not too concerned,12909,2016-01-27 23:50:03,Tonawanda,US,United States,104.228.183.54,42.985,-78.878,New York,-04:00,14150
12257,A very serious problem,Now,Somewhat concerned,12908,2016-01-27 23:47:36,Cary,US,United States,98.122.188.212,35.7915,-78.7811,North Carolina,-04:00,27511
12258,A not too serious problem,Not for many years,Not too concerned,12907,2016-01-27 23:43:49,Colorado Springs,US,United States,73.153.116.38,38.8339,-104.821,Colorado,-06:00,80901
12259,A very serious problem,Now,Somewhat concerned,12906,2016-01-27 23:33:44,Elkridge,US,United States,71.244.153.244,39.2126,-76.7136,Maryland,-04:00,21075
12261,A very serious problem,Now,Somewhat concerned,12739,2016-01-26 21:01:09,Elkridge,US,United States,71.244.153.244,39.2126,-76.7136,Maryland,-04:00,21075
12263,A somewhat serious problem,In the next few years,Not too concerned,12905,2016-01-27 23:20:38,Cambridge,US,United States,173.48.149.239,42.3751,-71.1056,Massachusetts,-04:00,02138
12264,Not a problem,Never,Not at all concerned,12904,2016-01-27 23:17:21,Kansas City,US,United States,99.198.189.197,39.1142,-94.6275,Kansas,-05:00,66101
12265,A very serious problem,Now,Somewhat concerned,12903,2016-01-27 23:09:58,Dickson,AU,Australia,210.9.143.220,-35.2528,149.142,Australian Capital Territory,+11:00,2606
12266,A not too serious problem,Never,Not at all concerned,12902,2016-01-27 23:06:09,La Mirada,US,United States,199.19.145.148,33.9065,-118.01799999999999,California,-07:00,90639
12267,A very serious problem,Now,Very concerned,12901,2016-01-27 23:03:44,San Jose,US,United States,108.200.180.17,37.3394,-121.895,California,-07:00,95101
12268,Not a problem,Never,Not at all concerned,12900,2016-01-27 22:55:05,Banks,US,United States,50.37.216.255,44.17100000000001,-116.029,Idaho,-06:00,83602
12269,A very serious problem,Now,Very concerned,12899,2016-01-27 22:49:20,Spokane Valley,US,United States,24.16.112.192,47.6732,-117.23899999999999,Washington,-07:00,99016
12270,A somewhat serious problem,Now,Somewhat concerned,12898,2016-01-27 22:42:29,Dulles,US,United States,72.196.214.207,38.9517,-77.4481,Virginia,-04:00,20101
12271,A very serious problem,Now,Somewhat concerned,12897,2016-01-27 22:41:07,Prescott,US,United States,160.3.170.81,34.54,-112.46799999999999,Arizona,-07:00,86301
